,id,candidate,song,artist,sentiment,theme,album_release_date,line,url,lyrics_views,track_release_date,years_match,corrected_release_year,split_lyrics
0,1,Mike Huckabee,None Shall Pass,Aesop Rock,neutral,,2011,"Wither by the watering hole, Border patrol / What are we to Heart Huckabee",http://genius.com/Aesop-rock-none-shall-pass-lyrics,329759,2007-08-28,False,2007,"['Wither', 'by', 'the', 'watering', 'hole', 'Border', 'patrol', '/', 'What', 'are', 'we', 'to', 'Heart', 'Huckabee']"
1,2,Mike Huckabee,Wellstone,Soul Khan,negative,,2012,Might find the door but never touch the key / They get tricked by slick Mike Huckabee,http://genius.com/Soul-khan-wellstone-lyrics,5847,2012-03-12,True,2012,"['Might', 'find', 'the', 'door', 'but', 'never', 'touch', 'the', 'key', '/', 'They', 'get', 'tricked', 'by', 'slick', 'Mike', 'Huckabee']"
2,3,Jeb Bush,Awe,Dez & Nobs,neutral,,2006,I heard Jeb Bush looking for a (inaudible),http://genius.com/Dez-and-nobs-awe-lyrics,133,2006-05-15,True,2006,"['I', 'heard', 'Jeb', 'Bush', 'looking', 'for', 'a', '(inaudible)']"
3,4,Jeb Bush,The Truth,Diabolic,negative,political,2006,What you heard before ain't as big of a lesson / As George and Jeb Bush rigging elections,http://genius.com/Diabolic-the-truth-lyrics,2679,,,2006,"['What', 'you', 'heard', 'before', ""ain't"", 'as', 'big', 'of', 'a', 'lesson', '/', 'As', 'George', 'and', 'Jeb', 'Bush', 'rigging', 'elections']"
4,5,Jeb Bush,Money Man,Gorilla Zoe,negative,personal,2007,I'm comin back from Florida / Wit Jeb Bush and his daughter,http://genius.com/Gorilla-zoe-money-man-lyrics,816,,,2007,"[""I'm"", 'comin', 'back', 'from', 'Florida', '/', 'Wit', 'Jeb', 'Bush', 'and', 'his', 'daughter']"
5,6,Jeb Bush,Hidden Agenda,K-Rino,negative,political,2012,The Rockefeller's and the Bush family in the same box G / Henry Ford all of them supported the Nazis,http://genius.com/K-rino-hidden-agenda-lyrics,7748,2012-08-28,True,2012,"['The', ""Rockefeller's"", 'and', 'the', 'Bush', 'family', 'in', 'the', 'same', 'box', 'G', '/', 'Henry', 'Ford', 'all', 'of', 'them', 'supported', 'the', 'Nazis']"
6,7,Jeb Bush,Bricks and Marijuana,Kase,neutral,,2001,When Jeb Bush pushing life / If I tout my weapon,http://genius.com/Trick-daddy-bricks-and-marijuana-lyrics,442,,,2001,"['When', 'Jeb', 'Bush', 'pushing', 'life', '/', 'If', 'I', 'tout', 'my', 'weapon']"
7,8,Jeb Bush,Bush Song,Macklemore,negative,political,2005,"Way to go Jeb, really great strategy",http://genius.com/Macklemore-bush-song-lyrics,9266,2005-10-10,True,2005,"['Way', 'to', 'go', 'Jeb', 'really', 'great', 'strategy']"
8,9,Jeb Bush,Shoot Me in the Head,R.A. The Rugged Man,negative,political,2013,"Obama nation, the Bushes, the Clintons or '80s Reaganomics / It don't matter, the government always be taking your profits",http://genius.com/Ra-the-rugged-man-shoot-me-in-the-head-lyrics,49313,2013-04-30,True,2013,"['Obama', 'nation', 'the', 'Bushes', 'the', 'Clintons', 'or', ""'80s"", 'Reaganomics', '/', 'It', ""don't"", 'matter', 'the', 'government', 'always', 'be', 'taking', 'your', 'profits']"
9,10,Jeb Bush,Chamber of Fear,RZA,neutral,personal,2005,Bobby got Bush like George and Jeb,http://genius.com/Rza-chamber-of-fear-lyrics,785,,,2005,"['Bobby', 'got', 'Bush', 'like', 'George', 'and', 'Jeb']"
10,11,Jeb Bush,Tell Me Why,Zeno,neutral,personal,2005,I was promised eternal life from the beginning / But look at Bush and his brother,http://genius.com/Vanilla-ice-tell-me-why-lyrics,287,2005-08-16,True,2005,"['I', 'was', 'promised', 'eternal', 'life', 'from', 'the', 'beginning', '/', 'But', 'look', 'at', 'Bush', 'and', 'his', 'brother']"
11,12,Ben Carson,Next Black President,King Los,positive,,2011,I was the heart transplant when hip hop died / Verbally I�'m Ben Carson,http://genius.com/King-los-next-black-president-lyrics,953,,,2011,"['I', 'was', 'the', 'heart', 'transplant', 'when', 'hip', 'hop', 'died', '/', 'Verbally', ""I�'m"", 'Ben', 'Carson']"
12,13,Chris Christie,Daydreaming,Awkwafina,neutral,,2014,"Chris Christie, you a man beast",http://genius.com/Awkwafina-daydreaming-lyrics,547,2014-11-18,True,2014,"['Chris', 'Christie', 'you', 'a', 'man', 'beast']"
13,14,Chris Christie,Brass Tacks,Chris Webby,neutral,,2016,Eating rappers like I got the appetite of Chris Christie,http://genius.com/Chris-webby-brass-tacks-lyrics,5223,2016-06-01,True,2016,"['Eating', 'rappers', 'like', 'I', 'got', 'the', 'appetite', 'of', 'Chris', 'Christie']"
14,15,Ted Cruz,PNT,Apollo Brown & Ras Kass,negative,political,2015,Fuck Fox News and fuck Ted Cruz,http://genius.com/Apollo-brown-and-ras-kass-pnt-lyrics,1034,2015-03-10,True,2015,"['Fuck', 'Fox', 'News', 'and', 'fuck', 'Ted', 'Cruz']"
15,16,Hillary Clinton,Tec in the Church,Joyner Lucas,neutral,,2016,"Hillary Clinton ain't gon' like this, she's fanning next to a serpent",http://genius.com/Jarren-benton-tec-in-the-church-lyrics,5277,2016-06-22,True,2016,"['Hillary', 'Clinton', ""ain't"", ""gon'"", 'like', 'this', ""she's"", 'fanning', 'next', 'to', 'a', 'serpent']"
16,17,Hillary Clinton,Thugz Tear Dropz,Young Noble,negative,,2013,Until we really saw the true problem / Even Hilary couldn't rob him,http://genius.com/Young-noble-thugz-tear-dropz-lyrics,92,2013-09-09,True,2013,"['Until', 'we', 'really', 'saw', 'the', 'true', 'problem', '/', 'Even', 'Hilary', ""couldn't"", 'rob', 'him']"
17,18,Hillary Clinton,Gotta Be Insanity,Ice Cube,positive,personal,2000,Would you stay down like Hillary? / Even if you thought about killin' me?,http://genius.com/Ice-cube-gotta-be-insanity-lyrics,569,2000-03-21,True,2000,"['Would', 'you', 'stay', 'down', 'like', 'Hillary?', '/', 'Even', 'if', 'you', 'thought', 'about', ""killin'"", 'me?']"
18,19,Hillary Clinton,Shorty Baby,Bas,negative,personal,2013,Makin me call Lewinski / You fuckin up like Hilary did,http://genius.com/Bas-shorty-baby-lyrics,543,,,2013,"['Makin', 'me', 'call', 'Lewinski', '/', 'You', 'fuckin', 'up', 'like', 'Hilary', 'did']"
19,20,Hillary Clinton,Take Notice,Sheek Louch,neutral,,2012,"Hillary said I frighten her / Alarm go off, choking off the teeth whitener",http://genius.com/Wu-block-take-notice-lyrics,166,,,2012,"['Hillary', 'said', 'I', 'frighten', 'her', '/', 'Alarm', 'go', 'off', 'choking', 'off', 'the', 'teeth', 'whitener']"
20,21,Hillary Clinton,Disgusting,Logic,neutral,personal,2012,However on the light of note I stayed with bills like Hilary,http://genius.com/Logic-disgusting-lyrics,89746,2012-04-30,True,2012,"['However', 'on', 'the', 'light', 'of', 'note', 'I', 'stayed', 'with', 'bills', 'like', 'Hilary']"
21,22,Hillary Clinton,My Heart,Jae Tips,neutral,personal,2011,Michelle to my Obama / You Hilary my Clinton,http://genius.com/Jae-tips-my-heart-lyrics,210,,,2011,"['Michelle', 'to', 'my', 'Obama', '/', 'You', 'Hilary', 'my', 'Clinton']"
22,23,Hillary Clinton,We Can Get It On,Yo Gotti,neutral,personal,2012,"We like Hova and B / Maybe Hillary, Bill",http://genius.com/Yo-gotti-we-can-get-it-on-lyrics,5955,2010-12-11,False,2010,"['We', 'like', 'Hova', 'and', 'B', '/', 'Maybe', 'Hillary', 'Bill']"
23,24,Hillary Clinton,Where They Do That At,Yo Gotti,positive,,2015,All I know is white girl I call her Hillary cause that bitch got power plus she so considerate,http://genius.com/Yo-gotti-where-they-do-that-at-lyrics,1069,2010-07-28,False,2010,"['All', 'I', 'know', 'is', 'white', 'girl', 'I', 'call', 'her', 'Hillary', 'cause', 'that', 'bitch', 'got', 'power', 'plus', 'she', 'so', 'considerate']"
24,25,Hillary Clinton,What If,Nas,neutral,,2009,What if Hilary and them was Reptilian? / And 2012 was the end of men and all world civilians?,http://genius.com/Jadakiss-what-if-lyrics,18125,2009-04-07,True,2009,"['What', 'if', 'Hilary', 'and', 'them', 'was', 'Reptilian?', '/', 'And', '2012', 'was', 'the', 'end', 'of', 'men', 'and', 'all', 'world', 'civilians?']"
25,26,Hillary Clinton,We Live This,Roxanne Shant̩,neutral,,2000,"Roxanne Shant̩, Hilary Clinton / Lay out the red carpet y'all hoes shut up and listen",http://genius.com/Big-noyd-we-live-this-lyrics,563,2000-11-21,True,2000,"['Roxanne', 'Shant̩', 'Hilary', 'Clinton', '/', 'Lay', 'out', 'the', 'red', 'carpet', ""y'all"", 'hoes', 'shut', 'up', 'and', 'listen']"
26,27,Hillary Clinton,Set Me Free,Crunch Lo,neutral,,2005,"I'm so sex, and my Bonnie, my mami, my Hillary Rod",http://genius.com/Dom-pachino-set-me-free-lyrics,171,,,2005,"[""I'm"", 'so', 'sex', 'and', 'my', 'Bonnie', 'my', 'mami', 'my', 'Hillary', 'Rod']"
27,28,Hillary Clinton,Letter to the King,The Game,neutral,political,2008,If Dr. King marched today would Bill Gates march / I know Obama would but would Hilary take part,http://genius.com/The-game-letter-to-the-king-lyrics,28801,2008-08-26,True,2008,"['If', 'Dr.', 'King', 'marched', 'today', 'would', 'Bill', 'Gates', 'march', '/', 'I', 'know', 'Obama', 'would', 'but', 'would', 'Hilary', 'take', 'part']"
28,29,Hillary Clinton,Grillz,Ali,neutral,,2005,Got a bill in my mouth like I'm Hillary Rodham,http://genius.com/Nelly-grillz-lyrics,105004,2005-06-07,True,2005,"['Got', 'a', 'bill', 'in', 'my', 'mouth', 'like', ""I'm"", 'Hillary', 'Rodham']"
29,30,Hillary Clinton,Nothing on My Mind,AllDay,neutral,,2013,Young buck but I never suck call me Hillary,http://genius.com/Allday-nothing-on-my-mind-lyrics,4656,2013-07-28,True,2013,"['Young', 'buck', 'but', 'I', 'never', 'suck', 'call', 'me', 'Hillary']"
30,31,Hillary Clinton,Gossip Folks,Angel Haze,negative,,2012,���Cause I was alone at the bottom / Kept getting played like Hilary Rodham,http://genius.com/Angel-haze-gossip-folks-lyrics,8765,2012-01-01,True,2012,"['���Cause', 'I', 'was', 'alone', 'at', 'the', 'bottom', '/', 'Kept', 'getting', 'played', 'like', 'Hilary', 'Rodham']"
31,32,Hillary Clinton,No Church in the Wild Freestyle,Angel Haze,negative,political,2012,"We goverend by fucking animals hello Mr. Obama, Comma Mrs. Obama comma future elections, hello Hillary Rodham",http://genius.com/Angel-haze-no-church-in-the-wild-freestyle-lyrics,6205,,,2012,"['We', 'goverend', 'by', 'fucking', 'animals', 'hello', 'Mr.', 'Obama', 'Comma', 'Mrs.', 'Obama', 'comma', 'future', 'elections', 'hello', 'Hillary', 'Rodham']"
32,33,Hillary Clinton,Again (Stankonia Remix),Big Boi,neutral,,2001,"Thinkin the Hillary Clinton, not to mention, and she got yo baby",http://genius.com/Lenny-kravitz-again-stankonia-remix-lyrics,517,2000-09-14,False,2000,"['Thinkin', 'the', 'Hillary', 'Clinton', 'not', 'to', 'mention', 'and', 'she', 'got', 'yo', 'baby']"
33,34,Hillary Clinton,Energy,Big Boi,neutral,personal,2008,Energy like Bill and Hillary Clinton,http://genius.com/Raheem-devaughn-energy-feat-big-boi-lyrics,472,2008-01-15,True,2008,"['Energy', 'like', 'Bill', 'and', 'Hillary', 'Clinton']"
34,35,Hillary Clinton,No Sunshine,Rhymefest,positive,money,2007,Until we all fuckin' with bills/Bill's like Hillary Rodham,http://genius.com/Rhymefest-no-sunshine-lyrics,413,,,2007,"['Until', 'we', 'all', ""fuckin'"", 'with', ""bills/Bill's"", 'like', 'Hillary', 'Rodham']"
35,36,Hillary Clinton,Unapologetic,Charles Hamilton,negative,political,2008,"You more like Hillary / Only in it cuz you used to fuck the ex leader, n----",http://genius.com/Charles-hamilton-unapologetic-lyrics,572,2008-06-09,True,2008,"['You', 'more', 'like', 'Hillary', '/', 'Only', 'in', 'it', 'cuz', 'you', 'used', 'to', 'fuck', 'the', 'ex', 'leader', 'n----']"
36,37,Hillary Clinton,Dark Night of the Blood Spiller,Chino XL,negative,sexual,1994,Getting my dick sucked / On the cover of Source magazine by Hillary Clinton,http://genius.com/Chino-xl-night-of-the-blood-spiller-lyrics,240,,,1994,"['Getting', 'my', 'dick', 'sucked', '/', 'On', 'the', 'cover', 'of', 'Source', 'magazine', 'by', 'Hillary', 'Clinton']"
37,38,Hillary Clinton,Nunca,Chino XL,neutral,,2001,"I'll shoot out with Bill & Hillary, still won't run out of artillery",http://genius.com/Chino-xl-nunca-lyrics,4118,2001-08-21,True,2001,"[""I'll"", 'shoot', 'out', 'with', 'Bill', '&', 'Hillary', 'still', ""won't"", 'run', 'out', 'of', 'artillery']"
38,39,Hillary Clinton,Datpiff (freeverse series Ep. 4),Chris Webby,neutral,,2016,"The planet is collapsing, economies are crashin' / And Hillary Clinton is dabbin'",http://genius.com/Chris-webby-datpiff-freeverse-series-ep-4-lyrics,5687,2016-06-01,True,2016,"['The', 'planet', 'is', 'collapsing', 'economies', 'are', ""crashin'"", '/', 'And', 'Hillary', 'Clinton', 'is', ""dabbin'""]"
39,40,Hillary Clinton,One,Corny,positive,money,2014,"Blowing up like some artillery, Bills coming to me like Hillary",http://genius.com/Corny-one-lyrics,1095,,,2014,"['Blowing', 'up', 'like', 'some', 'artillery', 'Bills', 'coming', 'to', 'me', 'like', 'Hillary']"
40,41,Hillary Clinton,Single Again (Remix),Trina,positive,,2007,Like Hillary Clinton / I'm the boss,http://genius.com/Trina-single-again-remix-lyrics,6538,2007-01-01,True,2007,"['Like', 'Hillary', 'Clinton', '/', ""I'm"", 'the', 'boss']"
41,42,Hillary Clinton,Fukinwichu,Cunninlynguists,negative,personal,2001,Send Hillary the Bill and Lewinski scene in claymation,http://genius.com/Cunninlynguists-fukinwichu-lyrics,6301,2001-10-30,True,2001,"['Send', 'Hillary', 'the', 'Bill', 'and', 'Lewinski', 'scene', 'in', 'claymation']"
42,43,Hillary Clinton,Opening Day,E-dubble,negative,,2010,"Specially when you throwin' like Hillary Rodham / Problem, from top to bottom",http://genius.com/E-dubble-opening-day-lyrics,950,2010-04-09,True,2010,"['Specially', 'when', 'you', ""throwin'"", 'like', 'Hillary', 'Rodham', '/', 'Problem', 'from', 'top', 'to', 'bottom']"
43,44,Hillary Clinton,Role Model,Eminem,negative,,1999,Hillary Clinton tried to slap me and call me a pervert / I ripped her fucking tonsils out and fed her sherbet (bitch!),http://genius.com/Eminem-role-model-lyrics,449019,1999-05-26,True,1999,"['Hillary', 'Clinton', 'tried', 'to', 'slap', 'me', 'and', 'call', 'me', 'a', 'pervert', '/', 'I', 'ripped', 'her', 'fucking', 'tonsils', 'out', 'and', 'fed', 'her', 'sherbet', '(bitch!)']"
44,45,Hillary Clinton,Sway in the Morning Freestyle,Eminem,negative,political,2015,"But Hilllary, I promise to wipe my server clean if you face subpoenas",http://genius.com/Eminem-sway-in-the-morning-freestyle-lyrics,100754,2015-07-23,True,2015,"['But', 'Hilllary', 'I', 'promise', 'to', 'wipe', 'my', 'server', 'clean', 'if', 'you', 'face', 'subpoenas']"
45,46,Hillary Clinton,A Milli,Fabolous,negative,personal,2008,"Hillary, Bill Clin--Fuck it. They don't get it",http://genius.com/Fabolous-a-milli-lyrics,6560,,,2008,"['Hillary', 'Bill', 'Clin--Fuck', 'it.', 'They', ""don't"", 'get', 'it']"
46,47,Hillary Clinton,Hit It for Free,Field Mob,negative,personal,2002,I'm like Farakahn being best friends with porky pig / Or like Hillary Clinton dikin' with Lewinsky,http://genius.com/Field-mob-hit-it-for-free-lyrics,639,,,2002,"[""I'm"", 'like', 'Farakahn', 'being', 'best', 'friends', 'with', 'porky', 'pig', '/', 'Or', 'like', 'Hillary', 'Clinton', ""dikin'"", 'with', 'Lewinsky']"
47,48,Hillary Clinton,Make U Feel Alright,Jay Da Menace,positive,personal,2009,"Got'chu feelin me the way that Jada feelin Will / And Hillary feelin Bill, a chick that gon' keep it real - f'real",http://genius.com/Juvenile-make-u-feel-alright-lyrics,810,,,2009,"[""Got'chu"", 'feelin', 'me', 'the', 'way', 'that', 'Jada', 'feelin', 'Will', '/', 'And', 'Hillary', 'feelin', 'Bill', 'a', 'chick', 'that', ""gon'"", 'keep', 'it', 'real', '-', ""f'real""]"
