id,candidate,song,artist,sentiment,theme,album_release_date,line,url,lyrics_views,track_release_date,years_match,corrected_release_year,split_lyrics
359,Donald Trump,Pocket Full of Stones,UGK,positive,,1992,Fuck Black Caesar n----s call me Black Trump,http://genius.com/Ugk-pocket-full-of-stones-lyrics,20716,11/10/92,TRUE,1992,"['Fuck', 'Black', 'Caesar', 'n----s', 'call', 'me', 'Black', 'Trump']"
360,Donald Trump,Nobody Speak,El-P,negative,personal,2016,Flame your crew quicker than Trump fucks his youngest,http://genius.com/Dj-shadow-nobody-speak-lyrics,197358,4/14/16,TRUE,2016,"['Flame', 'your', 'crew', 'quicker', 'than', 'Trump', 'fucks', 'his', 'youngest']"
361,Donald Trump,Look Me in My Eyes,Vado,positive,hotel,2014,"Having a bunch in the Plaza, top floor on the Trump",http://genius.com/Vado-look-me-in-my-eyes-lyrics,9478,12/30/13,FALSE,2013,"['Having', 'a', 'bunch', 'in', 'the', 'Plaza', 'top', 'floor', 'on', 'the', 'Trump']"
362,Donald Trump,Everything's a Go (Remix),Waka Flocka Flame,positive,money,2012,"Donald Trump bank account, you can call it that",http://genius.com/Waka-flocka-flame-everythings-a-go-remix-lyrics,319,,,2012,"['Donald', 'Trump', 'bank', 'account', 'you', 'can', 'call', 'it', 'that']"
363,Donald Trump,Wicked Freestyle,Jadakiss,negative,,2016,Got the cuban sitting on the fuck Trump crewneck,http://genius.com/Fabolous-wicked-freestyle-lyrics,24364,4/1/16,TRUE,2016,"['Got', 'the', 'cuban', 'sitting', 'on', 'the', 'fuck', 'Trump', 'crewneck']"
364,Donald Trump,Castle,Kevin Gates,negative,,2016,I just told Donald Trump think about if you came from rubble,http://genius.com/Kevin-gates-castle-lyrics,23555,1/29/16,TRUE,2016,"['I', 'just', 'told', 'Donald', 'Trump', 'think', 'about', 'if', 'you', 'came', 'from', 'rubble']"
365,Donald Trump,Cross 'Em Out and Put a 'K,Westside Connection,positive,money,1996,I smoke and make dough like Trump,http://genius.com/Westside-connection-cross-em-out-and-put-a-k-lyrics,9931,10/22/96,TRUE,1996,"['I', 'smoke', 'and', 'make', 'dough', 'like', 'Trump']"
366,Donald Trump,Muzzle Toe,Wu-Syndicate,positive,money,1999,"It's reg or not, pockets love Trump Donald",http://genius.com/Wu-syndicate-muzzle-toe-lyrics,267,,,1999,"[""It's"", 'reg', 'or', 'not', 'pockets', 'love', 'Trump', 'Donald']"
367,Donald Trump,Red Drops,Limbz,negative,money,2016,My main problem with Trump is how he uses money as distortion / Shows that one man's cash can be everyone's misfortune,http://genius.com/Limbz-red-drops-lyrics,115,2/7/16,TRUE,2016,"['My', 'main', 'problem', 'with', 'Trump', 'is', 'how', 'he', 'uses', 'money', 'as', 'distortion', '/', 'Shows', 'that', 'one', ""man's"", 'cash', 'can', 'be', ""everyone's"", 'misfortune']"
368,Donald Trump,No Smoke,Montana of 300,negative,,2016,It's fuck all you n----s like Trump,http://genius.com/Montana-of-300-no-smoke-lyrics,15363,5/20/16,TRUE,2016,"[""It's"", 'fuck', 'all', 'you', 'n----s', 'like', 'Trump']"
369,Donald Trump,Out Here,The Weeknd,positive,hotel,2016,I'm out here in the Trump Tower,http://genius.com/The-weeknd-out-here-lyrics,46795,,,2016,"[""I'm"", 'out', 'here', 'in', 'the', 'Trump', 'Tower']"
370,Donald Trump,Come Again,Rockie Fresh,negative,political,2016,We fucking up if we let Trump in the office,http://genius.com/Rockie-fresh-come-again-lyrics,1594,1/21/16,TRUE,2016,"['We', 'fucking', 'up', 'if', 'we', 'let', 'Trump', 'in', 'the', 'office']"
371,Donald Trump,Dope,T.I.,negative,,2016,"Where I stay all they say is ï¿_ï¿_ï¿_Fuck Trumpï¿_Ûù, all day",http://genius.com/Ti-dope-lyrics,47445,5/16/16,TRUE,2016,"['Where', 'I', 'stay', 'all', 'they', 'say', 'is', 'ï¿_ï¿_ï¿_Fuck', 'Trumpï¿_\u06dd', 'all', 'day']"
372,Donald Trump,Come Down (Remix),T.I.,negative,political,2016,"I fantasize shooting Trump down, A shot for every black man who got gunned down",http://genius.com/Anderson-paak-come-down-remix-lyrics,16187,5/26/16,TRUE,2016,"['I', 'fantasize', 'shooting', 'Trump', 'down', 'A', 'shot', 'for', 'every', 'black', 'man', 'who', 'got', 'gunned', 'down']"
373,Donald Trump,Miss U,Young Thug,positive,money,2013,Feel like Donald Trump,http://genius.com/Young-thug-miss-u-lyrics,7401,2/23/13,TRUE,2013,"['Feel', 'like', 'Donald', 'Trump']"
374,Donald Trump,On the Way,Young Thug,positive,money,2014,Bitches got bumps and I'm rich just like Donald Trump,http://genius.com/Mpa-duke-on-the-way-lyrics,1320,9/2/14,TRUE,2014,"['Bitches', 'got', 'bumps', 'and', ""I'm"", 'rich', 'just', 'like', 'Donald', 'Trump']"
375,Donald Trump,Digest It,Tiara,negative,political,2016,"The world gon' end real soon, especially if Trump gets elected",http://genius.com/Royce-da-59-digest-it-lyrics,2526,3/29/16,TRUE,2016,"['The', 'world', ""gon'"", 'end', 'real', 'soon', 'especially', 'if', 'Trump', 'gets', 'elected']"
376,Donald Trump,Constantly Hating,Young Thug,positive,money,2015,I've seen more holes than a golf course on Donald Trumps course,http://genius.com/Young-thug-constantly-hating-lyrics,282815,4/17/15,TRUE,2015,"[""I've"", 'seen', 'more', 'holes', 'than', 'a', 'golf', 'course', 'on', 'Donald', 'Trumps', 'course']"
377,Donald Trump,FDT (Fuck Donald Trump),YG & Nipsey Hussle,negative,political,2016,Fuck Donald Trump,http://genius.com/Yg-and-nipsey-hu-le-fdt-fuck-donald-trump-lyrics,230740,3/30/16,TRUE,2016,"['Fuck', 'Donald', 'Trump']"
378,Donald Trump,It's Goin' Down,Yung Joc,positive,money,2006,Boys from the hood call me black Donald Trump,http://genius.com/Yung-joc-its-goin-down-lyrics,75673,4/1/06,TRUE,2006,"['Boys', 'from', 'the', 'hood', 'call', 'me', 'black', 'Donald', 'Trump']"
